"TreeId","Address","Location","Species","Height (meter)","Width (meter)","Date Planted","Comments","Age Range","Vitality","Soil Type","Tree Image"
"za","jfdjfdbjdf","fddfj","vhfjdf","70.01","jfkdfbfkj","","gffg","1 to 10 years","Healthy","Clay","6102treesImage.jpg,6975treesImage.jpg,1493treesImage.jpg,5026treesImage.jpg"
"jjvjhv","jbkbbnk","kkk","kkbk","100","88","","klnknk","0 to 10 years","Healthy","Sandy",""
"1dm","Raiya Road","Rajkot","Pinus radiata","75","525","","Remove deadwood 100mm and larger.","81 years to 100 years","Healthy","Sandy","127treesImage.jpg"
"sssssss","Raiya Road,Rajkot","Rajkot","Pinus radiata","50.01","525","","Remove deadwood 100mm and larger.","Above 100 years","Healthy","Sandy","6681treesImage.jpg"
"a9","Raiya Road,Rajkot","Rajkot","f","300","525","","4","51 years to 80 years","Unsafe","Silty","9818treesImage.jpg"
"a7","Botanic Garden","Botanic Garden","Deciduous trees","0","8","","Good","0 to 10 years","Healthy","Sandy","7061treesImage.jpg,8075treesImage.jpg,3547treesImage.jfif"
"a6","gghhg","h","hgh","30.02","hgghg","","hghg","0 to 10 years","Healthy","Clay",""
"a5","ghgg","hyvhv","gchc","50","fdfd","","fdf","0 to 10 years","Healthy","Clay",""
"mm","Raiya Road,Rajkot","Rajkot","Pinus radiata","20","525","","Remove deadwood 100mm and larger.","31 years to 50 years","Weak","Chalky","5377treesImage.jpg"
"a4","MBS","In the Shopping mall","Coniferous trees","500","50.01","","tree turn green","31 years to 50 years","Healthy","Sandy","1813treesImage.jpg,3775treesImage.jpg,9400treesImage.jpg"
"fgfgfg","gfg","gfgf","gffg","50","gffg","","gffg","11 to 30 years","Healthy","Sandy",""
"a3","fdfd","fdd","fddf","50","fdfd","","fddf","Age Range","Weak","Sandy","7287treesImage.jpg,9995treesImage.jpg,9226treesImage.jpg,2385treesImage.jpg,6466treesImage.jpg,1094treesImage.jpg,5821treesImage.jpg,1311treesImage.jpg,8890treesImage.jpg,9650treesImage.jpg"
"111","Raiya Road,Rajkot","4","q","70","f","","Remove deadwood 100mm and larger.","81 years to 100 years","Unsafe","Sandy","1342treesImage.jpg"
"fdfddf","fdd","fddf","fddf","68","dvd","","fddf","0 to 10 years","Healthy","Sandy",""
"ffggf","fgfg","gfgf","gffg","0","fgffgd","","fgfg","31 years to 50 years","Healthy","Sandy",""
"a2","bvbv","bb","nbn","1","khfdkdhf","","ihidgh","31 years to 50 years","Healthy","Sandy",""
"a1","dfddff","fdffd","fddf","8","ddfdf","","fdfddffdfd djdffdjfdjdf dfjdfjgjdgj jfdfddj","31 years to 50 years","Healthy","Sandy","3061treesImage.jpg,6967treesImage.jpg,1897treesImage.jpg"
"11","Raiya Road,Rajkot","Rajkot","sdas","5","q","","Remove deadwood 100mm and larger.","0 to 10 years","Healthy","Silty","5131treesImage.jpg,5351treesImage.jpg,4799treesImage.jpg,1857treesImage.jpg"
"1111","Raiya Road,Rajkot","sd","Pinus radiata","4","4","04/10/1998","e","11 to 30 years","Healthy","Peaty",""
"1111z111","Raiya Road,Rajkot","Rajkot","Pinus radiata","70","q","","Remove deadwood 100mm and larger.","0 to 10 years","Weak","Sandy","534treesImage.jpg"
"1111z11","Raiya Road,Rajkot","Rajkot","Pinus radiata","70","q","","Remove deadwood 100mm and larger.","0 to 10 years","Weak","Sandy","2513treesImage.jpg"
"1111z1","Raiya Road,Rajkot","Rajkot","Pinus radiata","70","q","","Remove deadwood 100mm and larger.","0 to 10 years","Weak","Sandy","1225treesImage.jpg"
"1111aa","Navrangpura swstic 4 rasta,Ahemdabad","Rajkot","4","50","4","","f","31 years to 50 years","Unsafe","Silty","1022treesImage.jpg,3446treesImage.jpg"
"1111a","Navrangpura swstic 4 rasta,Ahemdabad","Rajkot","4","50","4","","f","31 years to 50 years","Unsafe","Silty","5808treesImage.jpg,1523treesImage.jpg,7146treesImage.jpg"
"qq","ghhghg","hggh","hggh","5","5","","hg","31 years to 50 years","Healthy","Chalky",""
"684456","gfgfd","ghghghg","ggg","1","1","","gffg","Above 100 years","Healthy","Sandy","7855treesImage.jpg,0treesImage.jpg,8026treesImage.jpg"
"nnx","Raiya Road,Rajkot","4","Pinus radiata","15","525","","4","81 years to 100 years","Unsafe","Sandy",""
"nn","Raiya Road,Rajkot","4","Pinus radiata","15","525","","4","81 years to 100 years","Unsafe","Sandy",""
"DC005bbb111","Raiya Road,Rajkot","4","Pinus radiata","15","525","","4","81 years to 100 years","Unsafe","Sandy","6785treesImage.jpg,3483treesImage.jpg,688treesImage.jpg"
"DC005bbb","Raiya Road,Rajkot","4","Pinus radiata","15","525","","4","81 years to 100 years","Unsafe","Sandy",""
"DC004","50 playfair road #05-03 Noel Building Singapore 367995","Macpherson Jurong Town Hall Yeah Lah","species","100","1","","leaves dropping","0 to 10 years","Healthy","Clay","2488treesImage.jpg,5736treesImage.jpg"
"1aann","lilavanti community hall, Kothariya","rajkot","Palm treeeeeeeee","21","120","","Need to visit for better diagnosis","11 to 30 years","Weak","Sandy",""
"1aa","Raiya Road,Rajkot","Rajkot","Pinus radiata","15","525","","Remove deadwood 100mm and larger.","51 years to 80 years","Weak","Clay",""
"DC001zz","Raiya Road","aa","q","4","525","","f","51 years to 80 years","Weak","Sandy","8674treesImage.jpg"
"zz","SG Ring Road","Rajkot","f","15","525","","e","11 to 30 years","Weak","Sandy","9431treesImage.jpg"
"11xx","Navrangpura swstic 4 rasta,Ahemdabad","aaa","sdas","15","525","","f","81 years to 100 years","Death","Peaty","7927treesImage.jpg"
"DCkkk","Raiya Road,Rajkot","sd","Pinus radiata","15","4","","q","11 to 30 years","Healthy","Sandy","7670treesImage.jpg"
"1112222","sdkdmcka","Rajkot","4","0","525","","Remove deadwood 100mm and larger.","11 to 30 years","Weak","Peaty",""
"dfhd","Raiya Road,Rajkot","Rajkot","Pinus radiata","15","e","","Remove deadwood 100mm and larger.","11 to 30 years","Unsafe","Sandy","7955treesImage.jpg,550treesImage.jpg"
"ewewewew","fdddf","fddfdf","fdfddf","0","fddfdf","","fddfdf","0 to 10 years","Healthy","Clay","2379treesImage.png"
"lklkzz","Singapore","Singapore Botanic Gardens","Abies alba","10","2","","Need to water","31 years to 50 years","Healthy","Sandy","1014treesImage.jpg"
"bnbv","Green Heart  Garden","Marina One Green Heart  Garden","Beech","8","3","","Remove deadwood 100mm and larger.","11 to 30 years","Weak","Peaty","3562treesImage.jpg"
"lklk","SG Ring Road","Bali Gates of Heaven","Pedunculate Oak","15","50","","4","11 to 30 years","Vitality","Sandy","2892treesImage.jpg"
"mmm","Macritchie Reservoir","Macritchie Reservoir","American basswood -- Tilia americana","15","6","","Remove deadwood 100mm and larger.","0 to 10 years","Healthy","Sandy","9454treesImage.jpg"
"dmdm","Navrangpura swstic 4 rasta,Ahemdabad","Rajkot","Pinus radiata","15","525","","Remove deadwood 100mm and larger.","81 years to 100 years","Unsafe","Clay",""
"DC001mm","SDJskdjl","Rajkot","Pinus radiata","0","q","","4","81 years to 100 years","Death","Clay","2441treesImage.jpg"
"sdsd","SDJskdjl","aaa","f","0","f","","Remove deadwood 100mm and larger.","51 years to 80 years","Weak","Sandy","4690treesImage.jpg"
"198","add","loc","spec","10","30","","hhchvcvj","Age Range","Healthy","Soil Type","6102treesImage.jpg,6975treesImage.jpg,1493treesImage.jpg,5026treesImage.jpg"
"DC1ccxm","Raiya Road,Rajkot","Rajkot","Pinus radiata","15","525 mm","2/2/2022","Remove deadwood 100mm and larger.","0 to 10 years","Weak","Chalky","2385treesImage.jpg,9226treesImage.jpg,9995treesImage.jpg,7287treesImage.jpg,6466treesImage.jpg,1094treesImage.jpg,90311treesImage.jpg,1868treesImage.png,3576treesImage.png,6856treesImage.png"
"llm","h","h","h","0","h","","h","11 to 30 years","Death","Sandy","2498treesImage.jpg,1treesImage.jpg,69590treesImage.jpg,4682treesImage.jpg,8854treesImage.jpg"
"ll","h","h","h","0","h","","h","0 to 10 years","Weak","Clay","1treesImage.jpg,2498treesImage.jpg,8854treesImage.jpg,4682treesImage.jpg"
"DC0001er","rajkotm","raiya road","Pinus radiata","5","525","","Remove deadwood 100mm and larger","31 years to 50 years","Weak","Silty","2treesImage.jpg,1493treesImage.jpg,5026treesImage.jpg,3treesImage.jpg,2treesImage.jpg,3treesImage.jpg,2treesImage.jpg,3treesImage.jpg,4treesImage.jpg,5treesImage.jpg,4treesImage.jpg,5treesImage.jpg,4treesImage.jpg,5treesImage.jpg,6treesImage.jpg,7treesImage.jpg,8treesImage.jpg"
"DC000189","rajkot","raiya road","Pinus radiata","15","525","","Remove deadwood 100mm and larger","0 to 10 years","Healthy","Clay","6102treesImage.jpg,6975treesImage.jpg,1493treesImage.jpg,5026treesImage.jpg"
"Dc00020","rajkot","Gujrat","Pinus","15","525","","Remove deadwood","31 years to 50 years","Weak","Silty","9700treesImage.jpg,3204treesImage.jpg,6558treesImage.jpg"
"Dc00038","rajkot","Gujrat","Pinus","10","525","","Remove deadwood","11 years to 30 years","Weak","Sandy","9700treesImage.jpg,3204treesImage.jpg,6558treesImage.jpg"
"DC00040","rajkot","raiya road","Pinus radiata","15","525","","Remove deadwood 100mm and larger","51 years to 80 years","Death","Chalky","6102treesImage.jpg,6975treesImage.jpg,1493treesImage.jpg,5026treesImage.jpg"
"Dc00058","rajkot","Gujrat","Pinus","15","525","","Remove deadwood","31 years to 50 years","Healthy","Chalky","9700treesImage.jpg,3204treesImage.jpg,6558treesImage.jpg"
"DC00067","rajkot","raiya road","Pinus radiata","15","525","","Remove deadwood 100mm and larger","51 years to 80 years","Healthy","Loamy","6102treesImage.jpg,6975treesImage.jpg,1493treesImage.jpg,5026treesImage.jpg"
"DC00012","rajkot","raiya road","Pinus radiata","15","525","","Remove deadwood 100mm and larger","0 to 10 years","Healthy","Clay",""
"Dc00023","rajkot","Gujrat","Pinus","15","525","","Remove deadwood","31 years to 50 years","Weak","Silty","9700treesImage.jpg,3204treesImage.jpg,6558treesImage.jpg"
"Dc00032","rajkot","Gujrat","Pinus","15","525","","Remove deadwood","31 years to 50 years","Weak","Sandy","9700treesImage.jpg,3204treesImage.jpg,6558treesImage.jpg"
"88","50 Playfair Road #05-03 Noel Building Singapore 367995","loc","a","13","55","8/8/2008","lah","0 to 10 years","Healthy","Silty","7287treesImage.jpg,9995treesImage.jpg,9226treesImage.jpg,2385treesImage.jpg,6466treesImage.jpg,1094treesImage.jpg,4104treesImage.png,6948treesImage.png"
"DC1ccx","Raiya Road,Rajkot","Rajkot","Pinus radiata","15","525","","Remove deadwood 100mm and larger.","0 to 10 years","Weak","Chalky","7287treesImage.jpg,9995treesImage.jpg,9226treesImage.jpg,2385treesImage.jpg,6466treesImage.jpg,1094treesImage.jpg,5821treesImage.jpg,1311treesImage.jpg,8890treesImage.jpg,9650treesImage.jpg"
"D00556","rajkot","raiya road","Pinus radiata","15","525","","Remove deadwood 100mm and larger","51 years to 80 years","Weak","Clay","6102treesImage.jpg,6975treesImage.jpg,1493treesImage.jpg,5026treesImage.jpg"
"DC000556","rajkot","raiya road","Pinus radiata","50.1","525","","Remove deadwood 100mm and larger","51 years to 80 years","Death","Sandy","6102treesImage.jpg,6975treesImage.jpg,1493treesImage.jpg,5026treesImage.jpg"
"Dc0003g","rajkot","Gujrat","Pinus","50.06","525","1/3/2022","Remove deadwood","0 to 10 years","Weak","Peaty",""
"DC0d006","rajkot","raiya road","Pinus radiata","15","525","","Remove deadwood 100mm and larger","51 years to 80 years","Healthy","Loamy","6102treesImage.jpg,6975treesImage.jpg,1493treesImage.jpg,5026treesImage.jpg"
"DC0000","rajkot","raiya road","Pinus radiata","15","525","","Remove deadwood 100mm and larger","Above 100 years","Unsafe","Loamy","6102treesImage.jpg,6975treesImage.jpg,1493treesImage.jpg,5026treesImage.jpg"
"DC0006","rajkot","raiya road","Pinus radiata","15","525","","Remove deadwood 100mm and larger","51 years to 80 years","Healthy","Loamy","9335treesImage.jpg,1688treesImage.jpg,3986treesImage.jpg,6411treesImage.jpg"
"Dc0005","rajkot","Karachi","Pinus/ Testing","15","525","","Remove deadwood","31 years to 50 years","Healthy","Peaty","9700treesImage.jpg,3204treesImage.jpg,6558treesImage.jpg"
"DC0004","Rajkot","RaiyaRoad","Pinus radiata","27","526","11/3/2022","Remove deadwood 100mm and larger","0 to 10 years","Weak","Clay","6102treesImage.jpg,6975treesImage.jpg,1493treesImage.jpg,5026treesImage.jpg"
"Dc0003","rajkot","Gujrat","Pinus - Species","15.2","500","1/2/2022","update species, soil type, delete image","0 to 10 years","Weak","Sandy","9700treesImage.jpg,3204treesImage.jpg,6558treesImage.jpg,8498treesImage.png,4218treesImage.png"
"Dc0002","Rajkotjj","RaiyaRoad","Pinus radiata","27","526","5/3/2022","Remove deadwood 100mm and larger","31 years to 50 years","Weak","Clay","3204treesImage.jpg,6558treesImage.jpg,2934treesImage.jpg,8095treesImage.jpg,773treesImage.jpg,5757treesImage.jpg,3573treesImage.jpg,3880treesImage.jpg,8756treesImage.jpg"
"DC0001","rajkot","raiya road","Pinus radiata","25","525","12/18/1998","Remove deadwood 100mm and larger","11 to 30 years","Healthy","Clay","6102treesImage.jpg,6975treesImage.jpg,1493treesImage.jpg,5026treesImage.jpg,1773treesImage.jpg,2571treesImage.png,6881treesImage.png,4430treesImage.png,3285treesImage.png"
